"epci","clust","lib"
248400160,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
248400236,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
248400251,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
248400285,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
248400293,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
248400319,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
248400335,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
248500191,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
248500258,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
248500340,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
248500415,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
248500464,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
248500530,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
248500563,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
248500589,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
248500621,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
248500662,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
248600413,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
248600447,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
248700189,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
248719262,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
248719288,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
248719312,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
248719338,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
248719353,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
248719361,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
248900334,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
248900383,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
248900524,1,"Un bon accès à l'emploi des femmes mais certains freins demeurent"
248900664,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
248900748,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
248900896,3,"Un accès à l'emploi des femmes moyen et un faible niveau d'inégalités femmes-hommes"
248900938,5,"Un accès à l'emploi dégradé associé à des freins d'ordre principalement familiaux et à de fortes inégalités femmes-hommes"
249000241,4,"Un accès à l'emploi dégradé associé à de nombreux freins et à de fortes inégalités femmes-hommes"
249100074,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
249100157,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
249100546,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
249100553,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
249100595,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
249500109,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
249500430,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
249500455,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
249500489,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
249500513,2,"Un bon accès à l'emploi des femmes et un faible niveau d'inégalités femmes-hommes"
249710047,6,"De très fortes difficultés d'accès à l'emploi pour les femmes mais aussi pour les hommes"
249710062,6,"De très fortes difficultés d'accès à l'emploi pour les femmes mais aussi pour les hommes"
249710070,6,"De très fortes difficultés d'accès à l'emploi pour les femmes mais aussi pour les hommes"
249720053,6,"De très fortes difficultés d'accès à l'emploi pour les femmes mais aussi pour les hommes"
249720061,6,"De très fortes difficultés d'accès à l'emploi pour les femmes mais aussi pour les hommes"
249730037,6,"De très fortes difficultés d'accès à l'emploi pour les femmes mais aussi pour les hommes"
249730045,6,"De très fortes difficultés d'accès à l'emploi pour les femmes mais aussi pour les hommes"
249730052,6,"De très fortes difficultés d'accès à l'emploi pour les femmes mais aussi pour les hommes"
249740077,6,"De très fortes difficultés d'accès à l'emploi pour les femmes mais aussi pour les hommes"
249740085,6,"De très fortes difficultés d'accès à l'emploi pour les femmes mais aussi pour les hommes"
249740093,6,"De très fortes difficultés d'accès à l'emploi pour les femmes mais aussi pour les hommes"
249740101,6,"De très fortes difficultés d'accès à l'emploi pour les femmes mais aussi pour les hommes"
249740119,6,"De très fortes difficultés d'accès à l'emploi pour les femmes mais aussi pour les hommes"
